CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
4;9;2003;2003m9;5;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;37;1;4;36;6;0;7;0;21;6;0;0;19;0;;16;75;4;;81;85;0;1;0;2;48;6;9;;;;;;;17;2;1;0;0;0;1;46;7;418;3
5;9;2003;2003m9;13;1;Rio de Janeiro;3304557;Capital;2;0;0;0;1;59;0;0;15;12;2;5;4;31;3;0;0;40;0;;28;125;12;;223;235;0;0;0;39;12;10;11;;;;;;;61;3;3;0;0;0;2;74;5;782;3
6;9;2003;2003m9;1;1;Rio de Janeiro;3304557;Capital;3;0;0;2;4;44;3;1;42;9;1;19;2;22;5;0;0;23;0;;31;112;18;;59;77;0;1;0;10;29;52;12;;;;;;;33;1;2;0;0;0;5;50;19;468;3
7;9;2003;2003m9;1;1;Rio de Janeiro;3304557;Capital;1;0;0;0;1;18;1;0;1;0;1;10;0;3;0;0;0;2;0;;15;31;8;;19;27;0;2;0;1;3;15;1;;;;;;;5;1;1;0;0;0;1;5;10;112;3
9;9;2003;2003m9;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;8;45;1;0;23;7;5;16;0;22;3;0;0;37;0;;33;123;41;;143;184;0;2;1;13;10;8;7;;;;;;;36;3;1;0;0;0;0;62;16;503;3
10;9;2003;2003m9;2;1;Rio de Janeiro;3304557;Capital;3;0;0;1;0;21;0;1;22;4;1;6;0;18;0;0;0;21;0;;32;82;58;;187;245;0;3;0;16;0;12;2;;;;;;;35;2;2;0;0;0;4;39;6;503;3
12;9;2003;2003m9;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;2;41;2;1;11;5;5;4;0;14;3;0;0;7;0;;21;59;14;;190;204;0;4;0;17;8;4;5;;;;;;;44;1;2;0;0;0;0;24;4;481;3
13;9;2003;2003m9;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;10;1;0;11;5;2;2;0;8;2;0;0;13;0;;26;58;11;;121;132;0;2;0;12;11;1;4;;;;;;;22;5;1;0;0;0;0;23;2;337;3
14;9;2003;2003m9;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;3;32;0;1;22;5;4;8;0;15;3;0;0;30;1;;43;109;34;;198;232;0;10;0;27;3;7;8;;;;;;;38;2;3;0;0;0;0;48;8;590;3
15;9;2003;2003m9;23;1;Rio de Janeiro;3304557;Capital;0;0;0;1;7;19;1;0;21;3;2;2;0;6;1;0;0;15;3;;28;60;12;;84;96;0;5;0;5;7;8;3;;;;;;;15;2;5;0;0;0;1;22;2;291;3
16;9;2003;2003m9;31;2;Rio de Janeiro;3304557;Capital;3;0;0;0;4;93;3;3;81;12;8;28;1;27;6;0;0;15;0;;62;159;55;;277;332;0;2;0;47;7;21;11;;;;;;;125;4;2;0;0;0;3;48;28;1030;3
17;9;2003;2003m9;4;1;Rio de Janeiro;3304557;Capital;0;0;1;0;2;59;0;4;40;9;1;30;4;29;11;0;0;18;0;;53;155;25;;86;111;0;2;0;16;39;46;13;;;;;;;33;2;3;0;0;0;1;58;30;673;3
18;9;2003;2003m9;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;24;0;1;43;12;2;15;2;14;2;0;0;31;0;;23;101;40;;79;119;0;1;0;9;3;15;2;;;;;;;23;2;1;0;0;0;0;47;15;377;3
19;9;2003;2003m9;6;1;Rio de Janeiro;3304557;Capital;4;0;0;0;1;43;1;2;20;11;7;30;2;37;1;0;0;20;2;;60;170;27;;128;155;0;7;0;34;10;20;11;;;;;;;57;2;1;0;0;0;4;58;30;579;3
20;9;2003;2003m9;6;1;Rio de Janeiro;3304557;Capital;0;0;0;2;1;57;3;1;21;11;1;50;1;35;1;0;0;32;0;;97;228;46;;95;141;0;3;0;20;5;45;2;;;;;;;48;8;0;0;0;0;2;68;50;569;3
21;9;2003;2003m9;22;1;Rio de Janeiro;3304557;Capital;16;0;0;5;5;78;1;5;61;8;1;116;11;39;18;0;0;31;0;;148;372;35;;100;135;0;2;0;15;70;97;10;;;;;;;51;8;7;0;1;0;21;88;116;918;3
22;9;2003;2003m9;16;1;Rio de Janeiro;3304557;Capital;2;0;0;6;1;49;2;2;48;6;3;105;7;27;14;0;0;24;0;;82;268;35;;92;127;0;3;0;10;7;124;6;;;;;;;51;5;1;0;0;0;8;65;105;702;3
23;9;2003;2003m9;3;1;Rio de Janeiro;3304557;Capital;0;0;1;3;0;87;2;0;41;11;1;125;5;55;0;0;0;58;3;;127;385;44;;105;149;0;1;0;24;4;76;4;;;;;;;64;5;0;0;0;0;4;113;125;838;3
24;9;2003;2003m9;3;1;Rio de Janeiro;3304557;Capital;2;0;0;0;4;58;2;2;36;9;2;76;1;31;3;0;0;27;0;;79;228;12;;48;60;0;0;0;11;15;56;2;;;;;;;57;8;1;0;0;0;2;61;76;539;3
25;9;2003;2003m9;3;1;Rio de Janeiro;3304557;Capital;6;0;0;4;3;51;1;2;30;5;0;70;7;27;0;0;0;19;1;;95;224;3;;59;62;0;1;0;5;42;80;3;;;;;;;34;10;3;0;0;0;10;46;70;581;3
26;9;2003;2003m9;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;1;0;;;;;;;0;0;0;0;0;0;0;0;0;1;3
27;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;4;0;0;0;1;89;0;2;40;22;3;134;5;25;6;0;0;17;1;;124;337;56;;109;165;0;0;0;6;13;81;4;;;;;;;87;7;0;0;0;0;4;48;134;795;3
28;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;10;1;1;5;8;50;2;0;22;9;1;67;2;17;5;0;0;15;0;;74;190;27;;56;83;0;0;0;11;10;52;4;;;;;;;47;11;1;0;0;0;17;37;67;504;3
29;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;8;0;1;2;0;50;0;2;32;11;1;62;2;41;16;0;0;41;0;;60;234;10;;110;120;0;0;0;12;6;28;0;;;;;;;42;3;0;0;0;0;11;98;62;555;3
30;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;4;0;0;1;0;65;2;2;22;8;3;73;3;25;8;0;0;27;1;;69;217;24;;61;85;0;0;0;9;6;46;9;;;;;;;67;5;1;0;1;0;5;60;73;556;3
31;9;2003;2003m9;14;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;13;0;0;1;0;0;4;4;6;1;0;0;1;0;;4;20;1;;3;4;0;0;0;0;0;3;0;;;;;;;9;1;0;0;0;0;0;8;4;52;3
32;9;2003;2003m9;18;2;Rio de Janeiro;3304557;Capital;5;0;0;0;4;142;7;2;59;7;9;23;6;15;6;0;0;16;2;;24;108;14;;93;107;0;0;0;26;14;31;7;;;;;;;103;8;2;0;0;0;5;37;23;652;3
33;9;2003;2003m9;14;2;Rio de Janeiro;3304557;Capital;11;0;0;2;5;75;1;3;84;4;0;55;2;18;9;0;0;14;0;;48;150;35;;68;103;0;0;0;19;17;48;5;;;;;;;94;6;2;0;0;0;13;41;55;623;3
34;9;2003;2003m9;14;2;Rio de Janeiro;3304557;Capital;19;0;0;4;4;109;6;1;49;8;2;93;10;38;9;0;0;33;0;;77;270;44;;107;151;0;0;0;15;70;116;8;;;;;;;110;10;1;0;0;0;23;80;93;942;3
35;9;2003;2003m9;39;2;Rio de Janeiro;3304557;Capital;18;0;0;5;11;222;11;8;105;11;9;54;7;55;12;0;0;31;0;;58;237;41;;319;360;0;3;0;25;10;49;14;;;;;;;239;30;6;0;0;0;23;98;54;1414;3
36;9;2003;2003m9;27;2;Rio de Janeiro;3304557;Capital;19;0;0;3;2;127;6;5;54;9;3;12;4;20;9;0;0;9;1;;22;89;21;;108;129;0;0;0;11;20;35;8;;;;;;;121;13;1;0;0;0;22;38;12;702;3
37;9;2003;2003m9;17;1;Rio de Janeiro;3304557;Capital;4;0;0;6;2;61;1;4;41;12;2;109;9;28;10;0;0;24;4;;123;321;20;;103;123;0;5;0;25;14;71;7;;;;;;;59;11;5;0;0;0;10;62;109;743;3
38;9;2003;2003m9;16;1;Rio de Janeiro;3304557;Capital;5;0;0;4;1;80;1;3;44;10;1;104;34;21;11;0;0;19;0;;127;327;31;;78;109;0;0;0;6;12;68;2;;;;;;;56;4;5;0;0;0;9;51;104;688;3
39;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;20;0;0;5;7;65;0;1;48;17;3;105;9;55;13;0;0;34;0;;105;341;15;;62;77;0;0;0;6;36;94;6;;;;;;;67;6;1;0;0;0;25;102;105;814;3
40;9;2003;2003m9;9;2;Rio de Janeiro;3304557;Capital;3;0;1;2;2;47;1;1;17;8;2;62;8;19;9;0;0;15;0;;76;199;15;;39;54;0;0;0;5;18;87;2;;;;;;;42;5;0;0;0;0;6;43;62;466;3
41;9;2003;2003m9;18;2;Rio de Janeiro;3304557;Capital;3;0;0;1;4;49;1;1;37;6;0;34;0;15;3;0;0;18;0;;38;114;42;;100;142;0;2;0;14;8;17;7;;;;;;;61;7;0;0;0;0;4;36;34;504;3
43;9;2003;2003m9;39;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;3
44;9;2003;2003m9;3;1;Rio de Janeiro;3304557;Capital;7;1;0;2;13;27;2;0;18;3;0;95;16;20;6;0;0;21;0;;84;245;13;;52;65;0;2;0;7;16;82;5;;;;;;;33;6;1;0;0;0;10;47;95;522;3
48;9;2003;2003m9;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;0;1;34;2;1;19;0;1;8;3;3;0;0;0;0;0;;8;23;2;;20;22;0;0;0;0;1;2;2;;;;;;;41;1;0;0;0;0;4;3;8;165;3
50;9;2003;2003m9;24;3;Itaguaí;3302007;Baixada Fluminense;15;0;1;1;2;41;2;0;16;3;2;6;1;4;2;0;0;4;0;;16;38;9;;46;55;0;0;0;4;6;10;3;;;;;;;39;2;0;0;0;0;17;10;6;246;3
51;9;2003;2003m9;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;1;28;0;0;1;1;0;4;3;0;0;0;0;0;0;;0;8;1;;20;21;0;0;0;3;1;2;2;;;;;;;18;0;0;0;0;0;0;0;4;115;3
52;9;2003;2003m9;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;2;4;96;8;2;26;7;0;63;8;38;5;0;0;28;0;;39;188;27;;94;121;0;0;0;25;5;24;26;;;;;;;113;1;1;0;0;0;4;71;63;658;3
53;9;2003;2003m9;20;3;Mesquita;3302858;Baixada Fluminense;7;0;0;3;3;89;0;2;25;8;2;17;1;9;0;0;0;5;0;;21;63;12;;47;59;0;1;0;5;6;20;2;;;;;;;80;7;1;0;0;0;10;14;17;359;3
54;9;2003;2003m9;20;3;Belford Roxo;3300456;Baixada Fluminense;30;0;1;7;2;135;7;3;36;4;1;24;2;20;3;0;0;10;0;;24;88;14;;85;99;0;0;0;4;22;27;7;;;;;;;135;14;1;0;0;0;38;33;24;637;3
55;9;2003;2003m9;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;16;0;0;0;8;65;8;4;28;1;3;6;3;8;0;0;0;4;0;;11;36;1;;52;53;0;0;0;6;5;10;10;;;;;;;69;6;0;0;0;0;16;12;6;349;3
56;9;2003;2003m9;20;3;Nova Iguaçu;3303500;Baixada Fluminense;20;0;0;0;2;39;3;0;10;9;4;31;0;11;2;0;0;4;0;;30;91;7;;32;39;0;0;0;0;6;22;3;;;;;;;45;5;0;0;0;0;20;17;31;303;3
57;9;2003;2003m9;20;3;Nilópolis;3303203;Baixada Fluminense;6;0;0;0;4;58;0;0;11;11;0;23;0;31;3;0;0;16;1;;40;125;20;;51;71;0;0;0;12;18;22;2;;;;;;;56;4;1;0;0;0;6;50;23;403;3
58;9;2003;2003m9;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19;0;0;0;3;98;7;1;40;5;0;55;2;9;0;0;0;7;0;;40;118;15;;48;63;0;0;0;5;4;38;11;;;;;;;91;9;2;0;0;0;19;16;55;553;3
59;9;2003;2003m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;14;1;0;3;3;127;9;2;70;13;3;133;17;52;23;0;0;46;0;;138;425;39;;128;167;0;0;0;29;9;85;25;;;;;;;122;6;3;0;0;0;18;121;133;1085;3
60;9;2003;2003m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;12;0;0;0;5;65;3;2;40;1;2;25;0;19;9;0;0;6;0;;19;81;6;;53;59;0;0;0;4;7;31;5;;;;;;;48;7;1;0;0;0;12;34;25;383;3
61;9;2003;2003m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;0;0;0;14;0;0;9;1;0;1;1;1;0;0;0;1;0;;0;5;2;;3;5;0;0;0;0;0;2;0;;;;;;;14;2;3;0;0;0;3;2;1;67;3
62;9;2003;2003m9;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;0;5;6;38;2;3;26;10;2;18;1;4;2;0;0;9;0;;20;66;6;;18;24;1;0;0;6;10;12;3;;;;;;;37;1;1;0;0;0;12;15;18;211;3
64;9;2003;2003m9;21;3;São João de Meriti;3305109;Baixada Fluminense;15;0;0;0;6;179;9;2;53;11;5;64;5;34;11;0;0;26;0;;60;216;53;;99;152;0;0;0;16;22;51;7;;;;;;;161;5;0;0;0;0;15;71;64;901;3
65;9;2003;2003m9;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;3;0;0;0;1;74;0;1;42;1;2;6;0;3;3;0;0;4;0;;4;23;2;;64;66;0;0;0;2;7;13;7;;;;;;;42;6;1;0;0;0;3;10;6;277;3
66;9;2003;2003m9;34;3;Magé;3302502;Baixada Fluminense;3;0;0;0;0;53;1;0;10;1;2;8;0;5;0;0;0;3;0;;4;23;1;;23;24;0;0;0;3;3;6;4;;;;;;;37;7;2;0;0;0;3;8;8;215;3
71;9;2003;2003m9;35;4;"Itaboraí;Tanguá";9999983;Interior;12;0;0;2;7;97;6;9;44;14;5;16;9;22;13;0;0;9;0;;26;114;9;;99;108;0;0;0;11;12;31;3;;;;;;;74;4;0;0;0;0;14;44;16;540;3
72;9;2003;2003m9;7;4;São Gonçalo;3304904;Grande Niterói;11;0;0;2;3;99;4;2;39;11;0;26;0;26;5;0;0;16;0;;27;111;29;;93;122;0;1;0;10;14;51;8;;;;;;;128;4;0;0;0;0;13;47;26;645;3
73;9;2003;2003m9;7;4;São Gonçalo;3304904;Grande Niterói;7;0;0;2;2;63;1;2;28;4;3;14;0;15;1;0;0;3;0;;17;57;16;;40;56;0;0;1;11;7;34;7;;;;;;;65;2;1;0;0;0;9;19;14;391;3
74;9;2003;2003m9;7;4;São Gonçalo;3304904;Grande Niterói;7;0;2;4;8;99;5;4;36;7;4;28;4;44;18;0;0;30;0;;29;164;22;;122;144;0;0;0;8;18;52;6;;;;;;;139;4;2;0;0;0;13;92;28;685;3
75;9;2003;2003m9;7;4;São Gonçalo;3304904;Grande Niterói;4;0;0;0;2;41;3;3;53;2;2;4;0;5;5;0;0;4;0;;3;25;3;;42;45;0;0;0;5;7;11;1;;;;;;;49;0;0;0;0;0;4;14;4;225;3
76;9;2003;2003m9;12;4;Niterói;3303302;Grande Niterói;1;0;0;1;0;62;3;2;42;16;0;10;4;36;10;1;1;29;0;;32;139;42;;117;159;0;0;0;13;6;13;2;;;;;;;53;4;1;0;0;0;2;75;10;581;3
77;9;2003;2003m9;12;4;Niterói;3303302;Grande Niterói;4;0;2;1;1;36;1;0;29;4;0;12;0;12;8;0;0;23;0;;35;94;35;;95;130;0;2;0;12;17;6;2;;;;;;;29;2;0;0;0;0;7;43;12;422;3
78;9;2003;2003m9;12;4;Niterói;3303302;Grande Niterói;7;0;0;0;0;52;1;3;18;6;0;18;2;4;9;0;0;8;0;;19;66;14;;58;72;0;1;2;5;14;26;4;;;;;;;59;3;1;0;0;0;7;21;18;375;3
79;9;2003;2003m9;12;4;Niterói;3303302;Grande Niterói;6;0;0;0;0;37;2;0;18;3;2;6;0;4;2;0;0;3;1;;3;24;7;;34;41;0;0;0;1;3;4;1;;;;;;;55;1;2;0;0;0;6;9;6;204;3
81;9;2003;2003m9;12;4;Niterói;3303302;Grande Niterói;1;0;0;0;2;36;0;0;28;4;5;5;0;5;2;0;0;2;2;;4;29;15;;62;77;0;0;0;6;3;8;2;;;;;;;32;0;0;0;0;0;1;9;5;253;3
82;9;2003;2003m9;12;4;Maricá;3302700;Grande Niterói;3;0;0;0;1;46;1;3;35;2;1;3;2;4;4;0;0;2;0;;3;21;5;;42;47;0;0;0;5;7;4;5;;;;;;;82;6;0;0;0;0;3;10;3;307;3
88;9;2003;2003m9;10;5;Barra do Pirai;3300308;Interior;1;0;1;0;3;59;0;2;16;0;0;1;0;0;0;0;0;0;0;;2;3;1;;24;25;0;0;0;2;9;5;9;;;;;;;42;2;1;0;0;0;2;0;1;176;3
89;9;2003;2003m9;37;5;Resende;3304201;Interior;6;0;0;0;4;92;0;1;29;7;2;1;0;8;2;0;0;5;0;;9;34;12;;128;140;0;1;0;7;22;6;8;;;;;;;72;11;0;0;0;0;6;15;1;483;3
90;9;2003;2003m9;28;5;Barra Mansa;3300407;Interior;1;1;0;0;5;67;1;8;29;6;0;4;0;7;1;0;0;4;0;;6;28;3;;61;64;0;0;0;15;11;7;7;;;;;;;69;7;0;0;0;0;2;12;4;359;3
91;9;2003;2003m9;10;5;Valença;3306107;Interior;0;0;0;0;0;46;0;0;17;0;0;2;0;0;0;0;0;0;0;;2;4;2;;46;48;0;0;0;2;3;0;3;;;;;;;26;3;0;0;0;0;0;0;2;191;3
92;9;2003;2003m9;10;5;Rio das Flores;3304508;Interior;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;3;3;0;0;0;0;1;0;0;;;;;;;1;0;0;0;0;0;1;0;0;15;3
93;9;2003;2003m9;28;5;Volta Redonda;3306305;Interior;6;0;0;0;7;120;2;2;76;12;5;6;3;13;0;0;0;2;0;;11;52;13;;104;117;0;0;0;9;20;10;23;;;;;;;113;10;0;0;0;0;6;15;6;633;3
94;9;2003;2003m9;10;5;"Piraí;Pinheiral";9999988;Interior;0;0;0;0;0;34;0;0;27;2;0;2;1;1;0;0;0;0;1;;2;9;1;;16;17;0;0;0;2;1;2;6;;;;;;;20;0;1;0;0;0;0;1;2;114;3
95;9;2003;2003m9;10;5;Vassouras;3306206;Interior;0;0;0;0;3;31;0;1;5;0;0;1;2;1;0;0;0;0;0;;0;4;2;;8;10;0;0;0;1;3;1;2;;;;;;;29;0;0;0;0;0;0;1;1;100;3
96;9;2003;2003m9;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;2;0;0;0;2;36;2;2;14;0;0;0;0;0;1;0;0;0;0;;0;1;1;;21;22;0;0;0;2;2;0;6;;;;;;;23;0;0;0;0;0;2;1;0;118;3
97;9;2003;2003m9;10;5;Mendes;3302809;Interior;0;0;0;0;0;14;1;1;6;0;0;0;0;0;0;0;0;0;0;;0;0;1;;12;13;0;0;0;0;1;1;0;;;;;;;8;2;0;0;0;0;0;0;0;56;3
98;9;2003;2003m9;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;8;0;0;7;0;0;0;0;0;0;0;0;0;0;;0;0;1;;6;7;0;0;0;0;1;0;1;;;;;;;4;0;0;0;0;0;0;0;0;30;3
99;9;2003;2003m9;37;5;Itatiaia;3302254;Interior;1;0;0;0;1;27;0;0;4;2;0;0;0;1;0;0;0;0;0;;1;4;0;;49;49;0;0;0;0;5;1;5;;;;;;;8;0;0;0;0;0;1;1;0;137;3
100;9;2003;2003m9;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;1;11;1;0;10;0;0;0;0;2;0;0;0;0;0;;0;2;0;;22;22;0;0;0;2;4;0;3;;;;;;;18;0;0;0;0;0;0;2;0;78;3
104;9;2003;2003m9;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;8;0;0;0;0;1;1;0;0;0;0;0;0;0;;0;2;0;;9;9;0;0;0;0;1;0;0;;;;;;;4;0;1;0;0;0;0;0;1;32;3
105;9;2003;2003m9;26;7;Petrópolis;3303906;Interior;4;0;0;1;2;83;1;1;45;5;1;5;3;12;1;0;0;1;0;;4;32;16;;100;116;0;0;0;9;6;5;12;;;;;;;102;5;0;0;0;0;5;14;5;472;3
106;9;2003;2003m9;26;7;Petrópolis;3303906;Interior;0;0;0;0;0;21;2;0;10;1;1;1;1;3;0;0;0;0;0;;6;13;2;;28;30;0;1;0;2;6;2;7;;;;;;;13;1;0;0;0;0;0;3;1;119;3
107;9;2003;2003m9;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;2;20;0;0;5;0;0;1;0;0;0;0;0;0;0;;2;3;0;;15;15;0;0;0;1;0;1;2;;;;;;;28;0;3;0;0;0;0;0;1;87;3
108;9;2003;2003m9;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;3;0;0;0;3;75;4;0;12;5;0;5;3;4;2;0;0;0;0;;0;19;2;;40;42;0;0;0;4;8;2;7;;;;;;;70;2;1;0;0;0;3;6;5;286;3
109;9;2003;2003m9;38;7;Sapucaia;3305406;Interior;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;0;0;;0;0;2;;10;12;0;0;0;0;1;0;1;;;;;;;6;0;0;0;0;0;0;0;0;31;3
110;9;2003;2003m9;30;7;Teresópolis;3305802;Interior;1;0;0;1;3;73;4;1;39;0;2;2;1;3;2;0;0;0;0;;7;17;6;;90;96;0;0;0;11;4;6;18;;;;;;;52;2;0;1;0;0;2;5;2;362;3
111;9;2003;2003m9;11;7;Sumidouro;3305703;Interior;0;0;0;0;0;7;1;1;3;1;0;0;1;0;0;0;0;0;0;;0;2;0;;8;8;0;0;0;0;0;1;2;;;;;;;6;0;0;0;0;0;0;0;0;38;3
112;9;2003;2003m9;11;7;Carmo;3301207;Interior;0;0;0;0;0;10;0;0;4;0;0;0;0;0;0;0;0;0;0;;0;0;0;;9;9;0;0;0;1;0;1;3;;;;;;;12;1;0;0;0;0;0;0;0;50;3
118;9;2003;2003m9;25;4;Araruama;3300209;Interior;7;0;0;0;2;39;1;4;46;3;7;6;0;8;0;0;0;1;0;;8;33;6;;112;118;0;0;0;4;6;7;5;;;;;;;44;4;0;0;0;0;7;9;6;325;3
119;9;2003;2003m9;35;4;Rio Bonito;3304300;Interior;0;0;0;0;0;18;0;1;8;0;0;2;0;2;1;0;0;0;0;;0;5;1;;26;27;0;1;0;1;3;6;7;;;;;;;21;1;0;0;0;0;0;3;2;112;3
120;9;2003;2003m9;35;4;Silva Jardim;3305604;Interior;0;0;0;0;0;9;0;0;9;0;0;2;1;1;0;0;0;0;0;;2;6;0;;9;9;0;0;0;1;0;0;2;;;;;;;9;1;0;0;0;0;0;1;2;66;3
121;9;2003;2003m9;32;6;Casimiro de Abreu;3301306;Interior;0;0;0;0;0;13;0;4;5;1;0;1;1;0;0;0;0;0;0;;0;3;2;;15;17;0;0;0;1;1;2;3;;;;;;;10;0;0;0;0;0;0;0;1;68;3
122;9;2003;2003m9;32;6;Conceição de Macabú;3301405;Interior;0;0;0;0;0;20;0;0;7;1;0;0;1;0;1;0;0;0;0;;0;3;0;;8;8;0;0;0;0;1;0;2;;;;;;;9;0;0;0;0;0;0;1;0;54;3
123;9;2003;2003m9;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;11;0;0;0;7;58;2;3;34;5;4;5;9;7;1;0;0;10;1;;9;51;19;;108;127;0;0;0;15;14;12;10;;;;;;;56;3;0;1;0;0;11;18;5;457;3
124;9;2003;2003m9;25;4;Saquarema;3305505;Interior;4;0;0;0;1;26;0;3;18;0;1;3;1;0;1;0;0;2;0;;3;11;3;;41;44;0;1;0;3;6;4;10;;;;;;;17;4;0;0;0;0;4;3;3;160;3
125;9;2003;2003m9;25;4;São Pedro da Aldeia;3305208;Interior;9;0;1;0;1;24;2;2;12;4;3;1;1;7;0;0;0;1;0;;3;20;4;;45;49;0;0;0;3;4;6;3;;;;;;;31;0;0;0;0;0;10;8;1;227;3
126;9;2003;2003m9;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;7;0;1;0;3;44;2;2;30;7;3;4;1;18;1;0;0;5;0;;12;51;16;;160;176;0;0;0;11;17;9;2;;;;;;;67;0;1;0;0;0;8;24;4;493;3
127;9;2003;2003m9;25;4;Armação dos Búzios;3300233;Interior;0;0;0;0;0;39;0;0;22;0;0;1;0;2;0;0;0;0;0;;1;4;3;;41;44;0;0;0;3;6;5;1;;;;;;;28;1;0;0;0;0;0;2;1;190;3
128;9;2003;2003m9;32;6;Rio das Ostras;3304524;Interior;1;0;0;0;1;28;3;2;27;2;4;3;0;3;0;0;0;0;0;;1;13;3;;78;81;0;0;0;1;1;2;1;;;;;;;43;4;0;0;0;0;1;3;3;243;3
129;9;2003;2003m9;25;4;Iguaba Grande;3301876;Interior;0;0;0;0;1;10;0;3;6;1;0;1;0;0;0;0;0;0;0;;0;2;1;;33;34;0;0;0;3;1;0;0;;;;;;;9;0;0;0;0;0;0;0;1;80;3
134;9;2003;2003m9;8;6;Campos dos Goytacazes;3301009;Interior;3;0;0;0;11;130;5;7;135;14;3;5;2;23;1;0;0;23;0;;12;83;13;;212;225;0;1;0;9;17;8;6;;;;;;;147;10;3;0;0;0;3;47;5;840;3
135;9;2003;2003m9;36;6;Itaocara;3302106;Interior;0;0;0;0;0;5;0;0;10;0;0;0;0;0;0;0;0;0;0;;0;0;1;;13;14;0;0;0;0;4;2;1;;;;;;;8;4;0;1;0;0;0;0;0;50;3
136;9;2003;2003m9;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1;0;0;0;4;29;0;0;27;2;0;0;0;0;0;0;0;0;0;;0;2;4;;36;40;0;0;0;2;6;0;5;;;;;;;18;0;1;0;0;0;1;0;0;178;3
137;9;2003;2003m9;36;6;Miracema;3303005;Interior;0;0;0;0;0;26;0;0;4;1;0;0;0;0;0;0;0;0;0;;0;1;0;;14;14;0;0;0;1;3;0;6;;;;;;;12;0;0;0;0;0;0;0;0;91;3
138;9;2003;2003m9;29;6;Laje do Muriaé;3302304;Interior;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;5;5;0;0;0;0;0;0;1;;;;;;;3;0;0;0;0;0;0;0;0;13;3
139;9;2003;2003m9;29;6;Porciúncula;3304102;Interior;0;0;0;0;0;18;0;0;5;0;0;0;0;0;0;0;0;0;0;;0;0;0;;8;8;0;0;0;0;2;0;10;;;;;;;10;0;0;0;0;0;0;0;0;64;3
