CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
140;9;2003;2003m9;29;6;"Natividade;Varre-Sai";9999997;Interior;0;0;0;0;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;;0;0;0;;12;12;0;0;0;0;3;0;2;;;;;;;9;0;1;0;0;0;0;0;0;55;3
141;9;2003;2003m9;8;6;São Fidélis;3304805;Interior;0;0;0;0;0;10;0;0;14;0;0;0;0;0;0;0;0;0;0;;0;0;0;;16;16;0;0;0;0;1;0;2;;;;;;;20;0;1;0;0;0;0;0;0;86;3
142;9;2003;2003m9;36;6;Cambuci;3300902;Interior;0;0;0;0;0;17;1;0;2;0;0;0;0;1;0;0;0;0;0;;0;1;0;;7;7;0;0;0;2;1;0;3;;;;;;;15;0;0;0;0;0;0;1;0;70;3
143;9;2003;2003m9;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0;0;0;0;1;75;2;2;28;1;2;1;0;2;0;0;0;1;0;;1;8;1;;96;97;0;0;0;7;23;1;3;;;;;;;58;1;0;0;0;0;0;3;1;372;3
144;9;2003;2003m9;29;6;Bom Jesus de Itabapoana;3300605;Interior;0;0;0;0;0;20;1;1;1;1;0;0;0;0;0;0;0;0;0;;0;1;2;;15;17;0;0;0;1;4;0;1;;;;;;;15;1;0;0;0;0;0;0;0;77;3
145;9;2003;2003m9;8;6;São João da Barra;3305000;Interior;1;0;0;0;0;20;0;0;5;0;0;0;0;1;0;0;0;0;0;;0;1;0;;31;31;0;0;0;0;1;0;2;;;;;;;3;0;0;0;0;0;1;1;0;79;3
146;9;2003;2003m9;8;6;Campos dos Goytacazes;3301009;Interior;4;0;1;0;5;70;3;5;65;9;1;0;1;7;1;0;0;3;0;;6;28;1;;38;39;0;0;0;1;13;4;12;;;;;;;39;2;2;0;0;0;5;11;0;285;3
147;9;2003;2003m9;8;6;São Francisco de Itabapoana;3304755;Interior;0;0;0;0;1;10;1;0;12;0;0;0;0;0;0;0;0;0;0;;0;0;1;;18;19;0;0;0;0;2;0;11;;;;;;;10;0;0;0;0;0;0;0;0;97;3
151;9;2003;2003m9;11;7;Nova Friburgo;3303401;Interior;6;0;0;1;2;90;3;2;47;0;2;2;0;10;3;0;0;1;0;;3;21;12;;129;141;0;1;0;9;12;10;16;;;;;;;169;11;0;1;0;0;7;14;2;620;3
152;9;2003;2003m9;11;7;Duas Barras;3301603;Interior;0;0;0;0;0;10;2;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;3;3;0;0;0;0;0;1;1;;;;;;;5;0;0;0;0;0;0;0;0;28;3
153;9;2003;2003m9;11;7;Cantagalo;3301108;Interior;0;0;0;0;0;12;1;0;0;1;0;0;0;0;0;0;0;0;0;;0;1;2;;11;13;0;0;0;0;0;0;0;;;;;;;14;0;0;0;0;0;0;0;0;62;3
154;9;2003;2003m9;11;7;"Cordeiro;Macuco";9999998;Interior;0;0;0;0;0;17;2;1;17;0;0;0;0;0;0;0;0;0;0;;0;0;2;;8;10;0;0;0;0;2;2;3;;;;;;;20;1;0;0;0;0;0;0;0;78;3
155;9;2003;2003m9;36;6;São Sebastião do Alto;3305307;Interior;1;0;0;0;0;2;0;0;1;0;0;1;1;0;0;0;0;0;0;;0;2;0;;3;3;0;0;0;0;0;0;1;;;;;;;1;0;0;0;0;0;1;0;1;14;3
156;9;2003;2003m9;11;7;Santa Maria Madalena;3304607;Interior;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;;0;0;0;;3;3;0;0;0;7;0;0;0;;;;;;;7;0;0;0;0;0;0;0;0;37;3
157;9;2003;2003m9;11;7;Trajano de Morais;3305901;Interior;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;4;4;0;0;0;0;0;0;0;;;;;;;12;0;0;0;0;0;0;0;0;23;3
158;9;2003;2003m9;11;7;Bom Jardim;3300506;Interior;0;0;0;0;0;13;0;1;5;0;1;2;1;1;0;0;0;0;0;;1;6;0;;8;8;0;0;0;0;0;1;2;;;;;;;5;1;0;0;0;0;0;1;2;52;3
159;9;2003;2003m9;35;4;Cachoeiras de Macacu;3300803;Interior;2;0;0;0;0;24;4;1;8;4;2;3;0;1;0;0;0;0;0;;1;11;0;;19;19;0;0;0;1;5;2;3;;;;;;;12;2;0;0;0;0;2;1;3;92;3
165;9;2003;2003m9;33;5;Mangaratiba;3302601;Interior;2;0;1;0;0;19;0;1;10;0;0;0;0;0;0;0;0;0;0;;2;2;2;;32;34;0;1;0;1;2;1;0;;;;;;;13;0;0;0;0;0;3;0;0;94;3
166;9;2003;2003m9;33;5;Angra dos Reis;3300100;Interior;4;0;0;0;3;79;6;0;22;9;3;1;0;2;3;0;0;4;0;;5;27;9;;141;150;0;1;0;6;14;8;11;;;;;;;81;4;0;0;0;0;4;9;1;438;3
167;9;2003;2003m9;33;5;Paraty;3303807;Interior;0;0;0;0;3;18;0;1;4;0;1;0;0;0;0;0;0;0;0;;0;1;0;;23;23;0;0;0;2;3;0;0;;;;;;;26;4;1;0;0;0;0;0;0;100;3
168;9;2003;2003m9;10;5;Rio Claro;3304409;Interior;0;0;0;0;0;4;2;0;12;0;0;1;0;0;0;0;0;0;0;;1;2;0;;5;5;0;0;0;0;1;1;0;;;;;;;5;0;0;0;0;0;0;0;1;36;3
1;10;2003;2003m10;5;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;40;0;0;22;11;0;5;5;25;2;0;0;26;0;;26;100;11;;178;189;0;1;0;141;2;4;16;;;;;;;18;2;1;0;0;0;0;53;5;703;3
4;10;2003;2003m10;5;1;Rio de Janeiro;3304557;Capital;1;0;0;0;0;30;4;1;46;0;0;9;3;18;4;0;0;25;0;;19;78;2;;75;77;0;0;0;6;13;14;11;;;;;;;11;7;2;0;0;0;1;47;9;407;3
5;10;2003;2003m10;13;1;Rio de Janeiro;3304557;Capital;1;0;0;0;8;52;2;1;29;6;3;9;4;32;5;0;0;33;0;;27;119;15;;247;262;0;2;0;30;14;6;18;;;;;;;56;3;0;0;0;0;1;70;9;737;3
6;10;2003;2003m10;1;1;Rio de Janeiro;3304557;Capital;9;0;0;2;8;61;2;2;47;1;0;27;13;21;3;0;0;38;1;;40;144;5;;62;67;0;4;0;6;29;51;8;;;;;;;29;1;0;0;0;0;11;62;27;534;3
7;10;2003;2003m10;1;1;Rio de Janeiro;3304557;Capital;3;0;0;0;0;16;1;0;1;0;1;21;0;3;0;0;0;5;0;;44;74;6;;13;19;0;0;0;0;2;13;1;;;;;;;4;1;1;0;0;0;3;8;21;143;3
9;10;2003;2003m10;2;1;Rio de Janeiro;3304557;Capital;0;0;1;0;6;46;2;1;35;7;2;27;2;24;7;0;1;37;0;;46;153;47;;124;171;0;2;0;24;5;13;8;;;;;;;30;4;3;0;0;0;1;68;27;545;3
10;10;2003;2003m10;2;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;37;0;0;28;3;0;18;0;17;5;0;0;35;0;;25;103;79;;205;284;0;5;0;18;7;9;4;;;;;;;35;0;2;0;0;0;0;57;18;603;3
12;10;2003;2003m10;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;48;1;2;20;2;1;3;0;14;1;0;0;15;0;;33;69;14;;209;223;0;9;0;25;7;12;4;;;;;;;27;5;2;0;0;0;0;30;3;589;3
13;10;2003;2003m10;19;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;24;1;0;15;3;1;2;1;9;1;0;0;15;1;;29;62;11;;118;129;0;3;0;16;8;2;1;;;;;;;24;3;0;0;0;0;0;25;2;356;3
14;10;2003;2003m10;23;1;Rio de Janeiro;3304557;Capital;0;0;0;1;0;34;0;0;22;5;2;5;0;36;0;0;0;32;0;;44;124;22;;200;222;0;13;0;20;2;3;10;;;;;;;40;2;0;0;0;0;1;68;5;605;3
15;10;2003;2003m10;23;1;Rio de Janeiro;3304557;Capital;0;0;0;0;1;31;0;0;23;2;4;6;0;8;2;0;0;12;1;;18;53;14;;73;87;0;2;0;8;5;2;2;;;;;;;22;3;1;0;0;0;0;22;6;289;3
16;10;2003;2003m10;31;2;Rio de Janeiro;3304557;Capital;3;0;0;1;9;78;7;2;130;5;3;31;2;18;14;0;0;25;2;;43;143;53;;295;348;0;5;0;56;10;30;7;;;;;;;78;2;2;0;0;0;4;57;31;1004;3
17;10;2003;2003m10;4;1;Rio de Janeiro;3304557;Capital;0;0;1;0;0;49;0;2;53;8;0;36;11;25;6;0;0;22;0;;41;149;32;;76;108;0;1;0;9;46;41;8;;;;;;;26;7;2;0;0;0;1;53;36;634;3
18;10;2003;2003m10;6;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;24;0;4;27;5;0;24;1;24;3;0;0;38;0;;51;146;32;;89;121;0;2;0;8;7;13;1;;;;;;;18;1;0;0;0;0;0;65;24;414;3
19;10;2003;2003m10;6;1;Rio de Janeiro;3304557;Capital;1;0;0;2;12;36;2;0;22;8;3;31;4;23;2;0;0;32;1;;41;145;29;;145;174;0;3;0;23;7;24;4;;;;;;;44;3;0;0;0;0;3;57;31;540;3
20;10;2003;2003m10;6;1;Rio de Janeiro;3304557;Capital;2;0;1;1;2;32;1;1;26;4;2;59;3;32;3;0;0;25;1;;71;200;51;;78;129;0;3;0;9;9;53;7;;;;;;;54;2;1;0;0;0;4;60;59;568;3
21;10;2003;2003m10;22;1;Rio de Janeiro;3304557;Capital;14;0;0;7;21;87;3;5;86;13;2;114;12;50;19;0;0;26;0;;125;361;32;;101;133;0;1;0;24;81;108;6;;;;;;;44;9;4;0;1;0;21;95;114;995;3
22;10;2003;2003m10;16;1;Rio de Janeiro;3304557;Capital;1;0;0;6;2;49;1;4;68;16;3;146;16;29;12;0;0;38;0;;100;360;43;;101;144;0;6;0;5;13;113;3;;;;;;;44;5;1;1;0;0;7;79;146;805;3
23;10;2003;2003m10;3;1;Rio de Janeiro;3304557;Capital;3;0;0;4;5;63;3;2;26;5;3;128;10;45;1;0;0;67;0;;151;410;24;;121;145;0;6;0;41;6;58;1;;;;;;;60;5;0;0;0;0;7;113;128;838;3
24;10;2003;2003m10;3;1;Rio de Janeiro;3304557;Capital;5;0;0;1;7;53;3;0;45;5;1;57;2;29;3;0;0;35;1;;64;197;12;;69;81;0;2;0;8;19;38;6;;;;;;;52;2;2;0;0;0;6;67;57;520;3
25;10;2003;2003m10;3;1;Rio de Janeiro;3304557;Capital;6;0;1;6;12;35;4;1;24;7;2;68;9;20;4;0;0;16;0;;80;206;5;;45;50;0;2;0;9;58;79;6;;;;;;;24;6;1;0;0;0;13;40;68;570;3
26;10;2003;2003m10;3;1;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;3
27;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;8;0;0;6;2;55;1;1;33;4;1;115;5;34;6;0;0;28;0;;99;292;40;;86;126;0;0;0;12;10;60;3;;;;;;;71;2;1;0;0;0;14;68;115;704;3
28;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;10;0;0;4;7;51;2;2;38;11;0;51;2;25;3;0;0;20;0;;49;161;11;;60;71;0;1;0;7;5;43;3;;;;;;;52;2;1;0;0;0;14;48;51;467;3
29;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;10;0;2;0;0;47;0;2;30;11;0;56;2;45;18;0;0;40;0;;58;230;13;;116;129;0;2;0;16;10;22;1;;;;;;;59;4;1;1;0;0;12;103;56;585;3
30;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;2;0;0;4;6;74;1;4;43;8;0;85;3;18;2;0;0;25;1;;66;208;26;;65;91;0;1;0;8;11;55;3;;;;;;;83;5;0;0;0;0;6;45;85;590;3
31;10;2003;2003m10;14;2;Rio de Janeiro;3304557;Capital;3;0;0;0;0;6;1;0;2;0;0;3;1;1;0;0;0;1;0;;6;12;1;;3;4;0;0;0;0;2;2;0;;;;;;;6;0;0;0;0;0;3;2;3;40;3
32;10;2003;2003m10;18;2;Rio de Janeiro;3304557;Capital;5;0;1;0;9;126;2;1;74;5;2;27;6;19;8;0;0;16;3;;34;120;13;;70;83;0;7;1;20;13;41;6;;;;;;;94;6;0;0;2;0;6;43;27;668;3
33;10;2003;2003m10;14;2;Rio de Janeiro;3304557;Capital;7;0;0;0;4;90;6;4;86;6;1;67;9;32;4;0;0;19;0;;68;206;30;;76;106;0;2;0;13;30;53;4;;;;;;;107;5;0;0;0;0;7;55;67;731;3
34;10;2003;2003m10;14;2;Rio de Janeiro;3304557;Capital;11;0;1;4;5;136;8;2;72;13;2;95;18;39;5;0;0;28;1;;73;274;64;;86;150;0;1;0;17;70;120;11;;;;;;;84;9;1;0;0;0;16;72;95;969;3
35;10;2003;2003m10;39;2;Rio de Janeiro;3304557;Capital;11;0;0;5;2;232;10;7;139;11;8;66;10;51;14;0;0;25;0;;52;237;35;;197;232;0;2;0;23;12;41;9;;;;;;;211;17;5;0;0;0;16;90;66;1284;3
36;10;2003;2003m10;27;2;Rio de Janeiro;3304557;Capital;12;0;0;0;17;146;9;2;47;7;1;18;9;12;9;0;0;7;1;;23;87;15;;97;112;0;1;0;12;23;20;10;;;;;;;125;17;2;2;0;0;12;28;18;671;3
37;10;2003;2003m10;17;1;Rio de Janeiro;3304557;Capital;15;0;0;1;2;74;0;2;28;12;3;107;10;20;2;0;0;34;1;;121;310;25;;127;152;0;6;0;16;9;72;14;;;;;;;58;4;3;1;0;0;16;56;107;779;3
38;10;2003;2003m10;16;1;Rio de Janeiro;3304557;Capital;13;0;0;11;5;71;2;0;77;12;1;132;21;21;10;0;0;18;1;;155;371;45;;79;124;0;1;0;4;11;75;11;;;;;;;64;4;5;0;0;0;24;49;132;745;3
39;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;21;0;0;7;12;92;3;1;54;12;2;138;15;46;19;0;0;41;1;;129;403;12;;82;94;0;0;0;8;42;102;0;;;;;;;73;5;1;0;0;0;28;106;138;881;3
40;10;2003;2003m10;9;2;Rio de Janeiro;3304557;Capital;5;0;0;2;0;35;2;3;27;11;0;60;12;12;4;0;0;13;0;;48;160;14;;28;42;0;1;0;7;3;52;0;;;;;;;38;1;0;0;0;0;7;29;60;377;3
41;10;2003;2003m10;18;2;Rio de Janeiro;3304557;Capital;1;0;0;1;1;53;0;0;40;8;0;50;1;11;3;0;0;18;1;;64;156;33;;75;108;0;3;0;19;7;28;3;;;;;;;43;3;0;0;0;0;2;32;50;481;3
43;10;2003;2003m10;39;2;Rio de Janeiro;3304557;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;3
44;10;2003;2003m10;3;1;Rio de Janeiro;3304557;Capital;5;0;0;2;2;22;0;0;39;9;2;87;16;20;7;0;0;21;0;;78;240;13;;53;66;0;0;0;7;22;69;5;;;;;;;28;8;2;0;0;0;7;48;87;476;3
48;10;2003;2003m10;24;3;Seropédica;3305554;Baixada Fluminense;3;0;0;0;0;16;1;1;5;1;1;5;3;3;0;0;0;2;0;;4;19;1;;10;11;0;0;0;1;2;4;1;;;;;;;10;1;1;0;0;0;3;5;5;92;3
50;10;2003;2003m10;24;3;Itaguaí;3302007;Baixada Fluminense;4;0;0;3;1;42;0;3;29;3;0;5;0;6;1;0;0;0;0;;7;22;16;;47;63;0;1;0;5;3;9;6;;;;;;;32;2;2;0;0;0;7;7;5;226;3
51;10;2003;2003m10;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;0;0;26;0;0;8;0;0;1;3;1;0;0;0;1;0;;0;6;0;;22;22;0;0;0;1;2;2;4;;;;;;;21;1;0;0;0;0;1;2;1;104;3
52;10;2003;2003m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;1;0;1;87;5;3;39;9;0;49;10;18;2;0;0;30;1;;52;171;41;;99;140;0;1;0;25;4;17;22;;;;;;;100;2;0;0;0;0;8;50;49;661;3
53;10;2003;2003m10;20;3;Mesquita;3302858;Baixada Fluminense;8;0;0;0;0;89;0;1;33;7;1;19;0;12;4;0;0;6;0;;22;71;19;;45;64;0;0;0;5;10;14;1;;;;;;;83;6;0;1;0;0;8;22;19;361;3
54;10;2003;2003m10;20;3;Belford Roxo;3300456;Baixada Fluminense;18;0;0;5;11;156;5;0;44;7;1;32;8;17;4;0;0;6;0;;26;101;10;;98;108;0;0;0;10;15;24;8;;;;;;;156;14;0;0;0;0;23;27;32;717;3
55;10;2003;2003m10;24;3;"Queimados;Japeri";9999981;Baixada Fluminense;13;0;1;1;6;99;4;4;36;8;0;8;6;15;0;0;0;3;0;;8;48;1;;45;46;0;0;0;5;10;9;9;;;;;;;69;4;0;0;0;0;15;18;8;392;3
56;10;2003;2003m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;17;0;0;3;10;41;2;1;16;7;3;33;3;8;0;0;0;8;0;;42;104;3;;30;33;0;0;0;3;12;18;3;;;;;;;59;6;1;0;0;0;20;16;33;338;3
57;10;2003;2003m10;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;3;6;9;78;3;1;25;7;0;33;4;23;4;0;0;20;0;;38;129;24;;68;92;0;0;0;10;24;24;4;;;;;;;61;5;0;0;0;0;11;47;33;463;3
58;10;2003;2003m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;26;0;0;0;9;90;4;3;61;6;0;29;0;6;2;0;0;6;0;;26;75;11;;68;79;0;1;0;3;10;29;3;;;;;;;108;13;2;0;0;0;26;14;29;529;3
59;10;2003;2003m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;22;0;0;9;4;131;4;4;88;19;3;140;26;39;12;0;0;50;2;;135;426;50;;195;245;0;2;0;29;17;89;12;;;;;;;153;11;7;0;0;0;31;101;140;1235;3
60;10;2003;2003m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;9;0;0;5;3;68;5;1;46;18;2;33;2;22;11;0;0;6;0;;30;124;4;;38;42;0;0;0;6;6;30;7;;;;;;;56;1;1;0;0;0;14;39;33;440;3
61;10;2003;2003m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;0;3;7;0;0;6;1;0;4;0;0;0;0;0;0;0;;3;8;3;;7;10;0;0;0;0;0;4;0;;;;;;;6;3;0;0;0;0;8;0;4;47;3
62;10;2003;2003m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;17;0;0;2;1;47;2;3;27;6;4;16;1;10;3;0;0;3;1;;11;55;4;;16;20;0;0;0;1;8;15;0;;;;;;;36;4;0;0;0;0;19;16;16;220;3
64;10;2003;2003m10;21;3;São João de Meriti;3305109;Baixada Fluminense;18;0;0;1;2;183;8;1;60;8;3;49;7;26;8;0;0;20;1;;52;174;45;;95;140;0;1;0;8;25;72;11;;;;;;;134;10;2;0;0;0;19;54;49;853;3
65;10;2003;2003m10;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;4;0;0;0;3;60;1;5;27;0;6;9;1;3;0;0;0;3;0;;9;31;1;;80;81;0;0;0;2;6;14;3;;;;;;;47;9;1;0;0;0;4;6;9;300;3
66;10;2003;2003m10;34;3;Magé;3302502;Baixada Fluminense;7;0;0;0;0;47;0;0;20;3;2;9;0;4;0;0;0;0;0;;4;22;1;;37;38;0;1;0;0;11;6;6;;;;;;;32;2;2;0;0;0;7;4;9;223;3
71;10;2003;2003m10;35;4;"Itaboraí;Tanguá";9999983;Interior;10;0;0;0;11;81;1;4;35;5;4;21;4;25;14;0;0;5;1;;26;105;7;;88;95;0;1;0;8;15;37;4;;;;;;;67;7;1;0;0;0;10;44;21;475;3
72;10;2003;2003m10;7;4;São Gonçalo;3304904;Grande Niterói;8;0;0;2;6;89;7;1;46;7;2;21;2;35;3;0;0;19;0;;24;113;36;;98;134;0;0;0;5;13;40;6;;;;;;;121;4;1;0;0;0;10;57;21;619;3
73;10;2003;2003m10;7;4;São Gonçalo;3304904;Grande Niterói;3;0;0;6;1;63;0;4;21;8;2;17;0;18;3;0;0;4;0;;19;71;17;;63;80;0;0;0;2;10;36;12;;;;;;;81;4;0;0;0;0;9;25;17;420;3
74;10;2003;2003m10;7;4;São Gonçalo;3304904;Grande Niterói;3;0;0;0;5;125;3;5;55;11;0;23;3;54;17;0;0;17;0;;35;160;21;;175;196;0;2;0;7;12;31;4;;;;;;;130;5;0;0;0;0;3;88;23;727;3
75;10;2003;2003m10;7;4;São Gonçalo;3304904;Grande Niterói;8;0;0;0;9;42;3;0;45;3;0;11;0;13;4;0;0;2;0;;8;41;4;;41;45;0;0;0;7;5;11;2;;;;;;;42;0;2;0;0;0;8;19;11;262;3
76;10;2003;2003m10;12;4;Niterói;3303302;Grande Niterói;2;0;0;1;2;61;1;1;31;24;1;15;4;24;5;0;0;35;0;;27;135;28;;154;182;0;4;0;19;7;16;5;;;;;;;54;3;1;0;0;0;3;64;15;608;3
77;10;2003;2003m10;12;4;Niterói;3303302;Grande Niterói;3;0;0;0;3;37;2;0;20;9;0;14;1;17;4;0;0;20;0;;11;76;45;;94;139;0;1;1;11;3;5;3;;;;;;;44;2;0;0;0;0;3;41;14;411;3
78;10;2003;2003m10;12;4;Niterói;3303302;Grande Niterói;6;0;0;6;0;63;2;0;24;6;3;14;0;17;7;0;0;6;1;;21;75;16;;59;75;0;0;1;16;24;20;2;;;;;;;78;1;0;0;0;0;12;30;14;431;3
79;10;2003;2003m10;12;4;Niterói;3303302;Grande Niterói;4;0;0;1;1;35;0;0;10;4;1;8;0;10;0;0;0;1;0;;10;34;9;;16;25;0;0;0;2;6;5;0;;;;;;;35;0;1;0;0;0;5;11;8;160;3
81;10;2003;2003m10;12;4;Niterói;3303302;Grande Niterói;2;0;0;0;1;38;3;0;38;5;1;5;0;4;1;0;0;3;1;;7;27;15;;72;87;0;2;0;8;1;4;8;;;;;;;47;0;2;0;0;0;2;8;5;289;3
82;10;2003;2003m10;12;4;Maricá;3302700;Grande Niterói;4;0;0;0;0;44;0;2;25;1;2;1;1;5;2;0;0;0;0;;3;15;3;;64;67;0;0;0;1;2;10;2;;;;;;;66;5;1;0;0;0;4;7;1;278;3
88;10;2003;2003m10;10;5;Barra do Pirai;3300308;Interior;0;0;0;0;3;66;2;1;14;5;0;0;1;2;0;0;0;0;0;;2;10;3;;28;31;0;0;0;5;5;2;8;;;;;;;33;1;1;0;0;0;0;2;0;181;3
89;10;2003;2003m10;37;5;Resende;3304201;Interior;5;0;0;0;3;95;0;1;29;13;0;6;0;9;4;0;0;2;0;;9;43;5;;93;98;0;0;0;5;9;9;12;;;;;;;92;2;0;0;0;0;5;15;6;432;3
90;10;2003;2003m10;28;5;Barra Mansa;3300407;Interior;4;0;0;0;7;69;2;2;18;5;3;4;0;2;2;0;0;1;0;;2;19;9;;57;66;0;0;0;7;15;3;8;;;;;;;86;3;0;0;0;0;4;5;4;335;3
91;10;2003;2003m10;10;5;Valença;3306107;Interior;1;0;0;0;1;39;0;0;13;0;0;0;0;0;0;0;0;0;0;;0;0;1;;48;49;0;0;0;3;8;2;4;;;;;;;37;2;0;0;0;0;1;0;0;201;3
92;10;2003;2003m10;10;5;Rio das Flores;3304508;Interior;0;0;0;0;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;;0;0;0;;3;3;0;0;0;0;0;0;2;;;;;;;12;0;0;0;0;0;0;0;0;28;3
93;10;2003;2003m10;28;5;Volta Redonda;3306305;Interior;2;0;0;2;2;151;6;0;66;5;3;0;0;17;0;0;0;5;0;;9;39;16;;106;122;0;0;0;12;23;18;17;;;;;;;118;13;1;0;0;0;4;22;0;621;3
94;10;2003;2003m10;10;5;"Piraí;Pinheiral";9999988;Interior;2;0;0;0;1;23;0;7;13;0;1;2;2;0;0;0;0;0;0;;0;5;0;;21;21;0;0;0;0;2;1;6;;;;;;;24;0;1;0;0;0;2;0;2;106;3
95;10;2003;2003m10;10;5;Vassouras;3306206;Interior;0;0;0;0;1;36;1;0;6;2;1;0;0;0;0;0;0;0;0;;0;3;3;;20;23;0;0;0;0;5;2;3;;;;;;;22;1;0;0;0;0;0;0;0;119;3
96;10;2003;2003m10;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1;0;0;0;0;26;0;1;6;1;1;0;0;0;0;0;0;0;0;;0;2;2;;29;31;0;0;0;1;4;0;13;;;;;;;33;1;0;0;0;0;1;0;0;145;3
97;10;2003;2003m10;10;5;Mendes;3302809;Interior;0;0;0;0;1;6;0;0;1;0;0;1;0;0;0;0;0;0;0;;2;3;0;;8;8;0;0;0;0;1;0;0;;;;;;;5;1;0;0;0;0;0;0;1;43;3
98;10;2003;2003m10;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0;0;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;;8;8;0;0;0;0;1;0;1;;;;;;;6;0;0;0;0;0;0;0;0;30;3
99;10;2003;2003m10;37;5;Itatiaia;3302254;Interior;0;0;0;0;1;27;1;0;4;1;1;1;1;0;0;0;0;0;0;;6;10;0;;46;46;0;0;0;1;5;1;3;;;;;;;19;3;0;0;0;0;0;0;1;132;3
100;10;2003;2003m10;28;5;"Porto Real;Quatis";9999992;Interior;0;0;0;0;1;19;0;0;8;0;1;0;0;0;0;0;0;0;0;;0;1;2;;8;10;0;0;0;0;0;1;3;;;;;;;16;0;1;0;0;0;0;0;0;73;3
104;10;2003;2003m10;30;7;São José do Vale do Rio Preto;3305158;Interior;0;0;0;0;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;;0;0;1;;6;7;0;0;0;0;0;1;1;;;;;;;3;1;0;0;0;0;0;0;0;36;3
105;10;2003;2003m10;26;7;Petrópolis;3303906;Interior;1;0;0;0;1;104;2;3;39;3;1;6;3;12;0;0;0;1;0;;4;30;13;;110;123;0;1;0;14;9;7;7;;;;;;;99;6;0;0;0;0;1;13;6;505;3
106;10;2003;2003m10;26;7;Petrópolis;3303906;Interior;3;0;0;0;0;21;0;1;14;0;0;1;1;1;0;0;0;0;0;;2;5;3;;40;43;0;0;0;1;2;3;4;;;;;;;11;0;0;0;0;0;3;1;1;128;3
107;10;2003;2003m10;38;7;Paraíba do Sul;3303708;Interior;0;0;0;0;2;24;0;2;11;1;0;1;0;1;0;0;0;0;0;;1;4;0;;14;14;0;0;0;0;4;1;3;;;;;;;28;1;0;0;0;0;0;1;1;108;3
108;10;2003;2003m10;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2;0;0;0;1;90;0;2;26;5;0;3;2;1;1;0;0;0;0;;4;16;1;;60;61;0;0;0;3;7;2;4;;;;;;;97;1;2;0;0;0;2;2;3;325;3
