,address,living_area,price,rooms,url
1237,Gordijnensteeg 1 1012 BT Amsterdam,76.0,439.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40842705-gordijnensteeg-1/?navigateSource=resultlist
1238,De Rijpgracht 8 C 1055 VR Amsterdam,118.0,575.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40833513-de-rijpgracht-8-c/?navigateSource=resultlist
1239,Jan den Haenstraat 6 C (2e) 1055 WD Amsterdam,63.0,345.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40832520-jan-den-haenstraat-6-c-2e/?navigateSource=resultlist
1240,Maasstraat 112 IV 1078 HN Amsterdam,107.0,595.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40812781-maasstraat-112-iv/?navigateSource=resultlist
1241,Kruithuisstraat 90 1018 WW Amsterdam,104.0,599.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86270029-kruithuisstraat-90/?navigateSource=resultlist
1242,Leidsekruisstraat 15 II 1017 RE Amsterdam,43.0,350.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40815607-leidsekruisstraat-15-ii/?navigateSource=resultlist
1243,Lindengracht 213 A 1015 KG Amsterdam,65.0,850.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-86230974-lindengracht-213-a/?navigateSource=resultlist
1244,Keizersgracht 20 B 1015 CP Amsterdam,140.0,1250.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40738680-keizersgracht-20-b/?navigateSource=resultlist
1245,Westerstraat 146 D 1015 MP Amsterdam,51.0,445.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86191459-westerstraat-146-d/?navigateSource=resultlist
1246,Amstelveenseweg 916 -A 1081 JN Amsterdam,145.0,880.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40725844-amstelveenseweg-916-a/?navigateSource=resultlist
1247,Geldersekade 6 D 1012 BH Amsterdam,190.0,1699.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40601863-geldersekade-6-d/?navigateSource=resultlist
1248,Jan Olphert Vaillantlaan 83 B 1086 XZ Amsterdam,133.0,590.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40601407-jan-olphert-vaillantlaan-83-b/?navigateSource=resultlist
1249,Revaleiland 450 1014 ZG Amsterdam,232.0,1028.685,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40508133-revaleiland-450/?navigateSource=resultlist
1250,Bloemgracht 63 5 1016 KG Amsterdam,221.0,2121.5,7.0,https://www.funda.nl/en/koop/amsterdam/appartement-86952786-bloemgracht-63-5/?navigateSource=resultlist
1251,Voorthuizenstraat 58 1106 DK Amsterdam,68.0,205.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40493984-voorthuizenstraat-58/?navigateSource=resultlist
1252,Revaleiland (Bouwnr. 90) 1014 ZM Amsterdam,200.0,1131.554,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40470881-revaleiland-bouwnr-90/?navigateSource=resultlist
1253,Revaleiland (Bouwnr. 56) 1014 ZM Amsterdam,155.0,759.644,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40470870-revaleiland-bouwnr-56/?navigateSource=resultlist
1254,Revaleiland (Bouwnr. 131) 1014 Amsterdam,142.0,779.576,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40458032-revaleiland-bouwnr-131/?navigateSource=resultlist
1255,Revaleiland (Bouwnr. 1) 1014 Amsterdam,109.0,528.128,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40458082-revaleiland-bouwnr-1/?navigateSource=resultlist
1256,Emmy Andriessestraat 26 1087 MJ Amsterdam,190.0,950.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40085425-emmy-andriessestraat-26/?navigateSource=resultlist
1257,Henk Hienschstraat 2 1063 CK Amsterdam,126.0,425.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40072525-henk-hienschstraat-2/?navigateSource=resultlist
1258,Zlotylaan 21 1060 SJ Amsterdam,100.0,375.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40070018-zlotylaan-21/?navigateSource=resultlist
1259,Jan Ringelstraat 1 1035 XM Amsterdam,114.0,325.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40077993-jan-ringelstraat-1/?navigateSource=resultlist
1260,Emanzana 13 1103 AV Amsterdam,134.0,375.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40062207-emanzana-13/?navigateSource=resultlist
1261,Planetenstraat 4 1033 EA Amsterdam,59.0,299.0,3.0,https://www.funda.nl/en/koop/amsterdam/huis-40069126-planetenstraat-4/?navigateSource=resultlist
1262,A. Moenstraat 49 1022 KH Amsterdam,125.0,485.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40056890-a-moenstraat-49/?navigateSource=resultlist
1263,Forintplantsoen 16 1060 SK Amsterdam,118.0,385.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40923761-forintplantsoen-16/?navigateSource=resultlist
1264,Lange Vonder 72 1035 JZ Amsterdam,94.0,300.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40901896-lange-vonder-72/?navigateSource=resultlist
1265,Castorplein 10 1033 GG Amsterdam,65.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/huis-40909842-castorplein-10/?navigateSource=resultlist
1266,Ben van Meerendonkstraat 102 1087 LE Amsterdam,161.0,689.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40997561-ben-van-meerendonkstraat-102/?navigateSource=resultlist
1267,Thomas à Kempisstraat 30 1064 LV Amsterdam,78.0,320.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40996226-thomas-a-kempisstraat-30/?navigateSource=resultlist
1268,Buiksloterbreek 20 1034 XC Amsterdam,133.0,540.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40996507-buiksloterbreek-20/?navigateSource=resultlist
1269,Mijehof 407 1106 HL Amsterdam,106.0,275.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40987530-mijehof-407/?navigateSource=resultlist
1270,Noorderakerweg 21 1069 LN Amsterdam,148.0,600.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40849464-noorderakerweg-21/?navigateSource=resultlist
1271,Orgeldraaierspad 1 1033 ZR Amsterdam,98.0,325.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40834366-orgeldraaierspad-1/?navigateSource=resultlist
1272,Statenjachtstraat 558 1034 EZ Amsterdam,110.0,440.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40821258-statenjachtstraat-558/?navigateSource=resultlist
1273,Stoombootweg 20 -A 1035 TW Amsterdam,232.0,1100.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40806323-stoombootweg-20-a/?navigateSource=resultlist
1274,Lindengracht 76 1015 KJ Amsterdam,261.0,2500.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40007279-lindengracht-76/?navigateSource=resultlist
1275,Schutterweg 8 1033 XX Amsterdam,79.0,235.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40006406-schutterweg-8/?navigateSource=resultlist
1276,Buiksloterbreek 54 1034 XD Amsterdam,131.0,600.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40005611-buiksloterbreek-54/?navigateSource=resultlist
1277,Singel 264 1016 AC Amsterdam,742.0,3950.0,21.0,https://www.funda.nl/en/koop/amsterdam/huis-40098107-singel-264/?navigateSource=resultlist
1278,De Sitterstraat 1 1097 JV Amsterdam,104.0,750.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40084128-de-sitterstraat-1/?navigateSource=resultlist
1279,Paul Scholtenstraat 77 1063 NE Amsterdam,90.0,325.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-86445154-paul-scholtenstraat-77/?navigateSource=resultlist
1280,Ben van Meerendonkstraat 132 1087 LN Amsterdam,163.0,600.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40087795-ben-van-meerendonkstraat-132/?navigateSource=resultlist
1281,Zwaagstraat 25 1023 AP Amsterdam,52.0,325.0,3.0,https://www.funda.nl/en/koop/amsterdam/huis-40086496-zwaagstraat-25/?navigateSource=resultlist
1282,Hoofdweg 24 1058 BC Amsterdam,258.0,1550.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40073510-hoofdweg-24/?navigateSource=resultlist
1283,Herengracht 2 1015 BK Amsterdam,283.0,2600.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-86434724-herengracht-2/?navigateSource=resultlist
1284,Leliegracht 37 1016 GS Amsterdam,218.0,2550.0,8.0,https://www.funda.nl/en/koop/amsterdam/huis-40070818-leliegracht-37/?navigateSource=resultlist
1285,Tegenhouderstraat 20 1033 PT Amsterdam,86.0,325.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-86427528-tegenhouderstraat-20/?navigateSource=resultlist
1286,Weesperzijde 1088 1091 ES Amsterdam,53.0,515.0,3.0,https://www.funda.nl/en/koop/amsterdam/huis-40060019-weesperzijde-1088/?navigateSource=resultlist
1287,Zuideinde 333 1035 PC Amsterdam,163.0,649.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-86414104-zuideinde-333/?navigateSource=resultlist
1288,Vondelstraat 88 1054 GN Amsterdam,261.0,2995.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40925218-vondelstraat-88/?navigateSource=resultlist
1289,Prins Hendriklaan 1075 AA Amsterdam,428.0,7000.0,8.0,https://www.funda.nl/en/koop/amsterdam/huis-40912258-prins-hendriklaan/?navigateSource=resultlist
1290,Spiegelgracht 31 hs 1017 JP Amsterdam,350.0,3425.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40919233-spiegelgracht-31-hs/?navigateSource=resultlist
1291,Pieter Cornelisz. Hooftstraat 149 1071 BT Amsterdam,232.0,2300.0,9.0,https://www.funda.nl/en/koop/amsterdam/huis-40907164-pieter-cornelisz-hooftstraat-149/?navigateSource=resultlist
1292,Spiegelgracht 31 * 1017 JP Amsterdam,211.0,2100.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40990196-spiegelgracht-31/?navigateSource=resultlist
1293,Boomstraat 56 1015 LD Amsterdam,107.0,790.0,8.0,https://www.funda.nl/en/koop/amsterdam/huis-40983689-boomstraat-56/?navigateSource=resultlist
1294,Keizersgracht 686 1017 EV Amsterdam,702.0,7950.0,17.0,https://www.funda.nl/en/koop/amsterdam/huis-40980990-keizersgracht-686/?navigateSource=resultlist
1295,Vondelstraat 160 1054 GV Amsterdam,294.0,3250.0,9.0,https://www.funda.nl/en/koop/amsterdam/huis-40843645-vondelstraat-160/?navigateSource=resultlist
1296,Adamello 39 1060 NW Amsterdam,87.0,350.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40822870-adamello-39/?navigateSource=resultlist
1297,Keizersgracht 673 1017 DV Amsterdam,145.0,2230.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-86260428-keizersgracht-673/?navigateSource=resultlist
1298,Henriëtte Bosmansstraat 24 1077 XH Amsterdam,135.0,1650.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40896429-henriette-bosmansstraat-24/?navigateSource=resultlist
1299,Bouwnummer (Bouwnr. 52) 1097 Amsterdam,93.0,620.0,3.0,https://www.funda.nl/en/koop/amsterdam/huis-40883593-bouwnummer-bouwnr-52/?navigateSource=resultlist
1300,Eurokade 25 1060 RZ Amsterdam,141.0,425.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40581802-eurokade-25/?navigateSource=resultlist
1301,Jan Springerhof 35 1067 LG Amsterdam,75.0,269.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-49610108-jan-springerhof-35/?navigateSource=resultlist
1302,Willem de Zwijgerlaan 30 III 1056 JR Amsterdam,66.0,345.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40098966-willem-de-zwijgerlaan-30-iii/?navigateSource=resultlist
1303,Pruimenstraat 10 B 1033 KM Amsterdam,80.0,299.5,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40083009-pruimenstraat-10-b/?navigateSource=resultlist
1304,Joan Melchior Kemperstraat 77 I 1051 TL Amsterdam,45.0,285.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082249-joan-melchior-kemperstraat-77-i/?navigateSource=resultlist
1305,Anna Blamansingel 19 1102 SR Amsterdam,50.0,200.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082971-anna-blamansingel-19/?navigateSource=resultlist
1306,Wakkerstraat 43 I 1097 CD Amsterdam,73.0,425.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40081028-wakkerstraat-43-i/?navigateSource=resultlist
1307,Overtoom 314 -1 1054 JD Amsterdam,78.0,490.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086149-overtoom-314-1/?navigateSource=resultlist
1308,Van Ostadestraat 210 2 1073 TS Amsterdam,54.0,399.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086061-van-ostadestraat-210-2/?navigateSource=resultlist
1309,Esplanade de Meer 188 1098 WP Amsterdam,96.0,425.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40085951-esplanade-de-meer-188/?navigateSource=resultlist
1310,Herengracht 455 C 1017 BS Amsterdam,74.0,500.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40074417-herengracht-455-c/?navigateSource=resultlist
1311,Kanaalstraat 172 II 1054 XR Amsterdam,50.0,375.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40079849-kanaalstraat-172-ii/?navigateSource=resultlist
1312,Vrolikstraat 349 -H 1092 TB Amsterdam,83.0,525.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40076170-vrolikstraat-349-h/?navigateSource=resultlist
1313,Dickenslaan 234 1102 ZX Amsterdam,63.0,200.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40076799-dickenslaan-234/?navigateSource=resultlist
1314,Freek Oxstraat 27 2 1063 ZV Amsterdam,43.0,195.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40075453-freek-oxstraat-27-2/?navigateSource=resultlist
1315,Pieter Calandlaan 428 1060 TT Amsterdam,97.0,315.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40063795-pieter-calandlaan-428/?navigateSource=resultlist
1316,Ladogameerhof 121 1060 RE Amsterdam,88.0,275.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40063474-ladogameerhof-121/?navigateSource=resultlist
1317,Admiraal De Ruijterweg 431 II 1055 ME Amsterdam,72.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40062196-admiraal-de-ruijterweg-431-ii/?navigateSource=resultlist
1318,Paradijsplein 58 1093 NJ Amsterdam,91.0,500.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40061322-paradijsplein-58/?navigateSource=resultlist
1319,Bos en Lommerweg 171 -A 1055 DS Amsterdam,46.0,275.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40060954-bos-en-lommerweg-171-a/?navigateSource=resultlist
1320,Reinwardtstraat 59 B 1093 GZ Amsterdam,56.0,290.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40060828-reinwardtstraat-59-b/?navigateSource=resultlist
1321,Houdringe 139 1025 BC Amsterdam,76.0,235.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40068276-houdringe-139/?navigateSource=resultlist
1322,Baden Powellweg 59 1069 LC Amsterdam,93.0,219.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40066136-baden-powellweg-59/?navigateSource=resultlist
1323,Marinierskade 6 1018 HX Amsterdam,84.0,450.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-86412038-marinierskade-6/?navigateSource=resultlist
1324,Valeriusterras 7 -4 1075 BK Amsterdam,96.0,695.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86410444-valeriusterras-7-4/?navigateSource=resultlist
1325,Nicolaas Anslijnstraat 76 1068 WR Amsterdam,81.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40056551-nicolaas-anslijnstraat-76/?navigateSource=resultlist
1326,Wagenaarstraat 373 1093 CN Amsterdam,65.0,325.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40921618-wagenaarstraat-373/?navigateSource=resultlist
1327,Middenweg 151 II 1098 AL Amsterdam,122.0,679.0,7.0,https://www.funda.nl/en/koop/amsterdam/appartement-40920682-middenweg-151-ii/?navigateSource=resultlist
1328,Suze Groenewegplantsoen 28 1067 DB Amsterdam,90.0,290.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40929854-suze-groenewegplantsoen-28/?navigateSource=resultlist
1329,Jan Haringstraat 15 A2 1056 XG Amsterdam,108.0,560.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40929492-jan-haringstraat-15-a2/?navigateSource=resultlist
1330,Nicolaas Anslijnstraat 117 1068 WT Amsterdam,81.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40926423-nicolaas-anslijnstraat-117/?navigateSource=resultlist
1331,Ladogameerhof 175 1060 RE Amsterdam,66.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40925034-ladogameerhof-175/?navigateSource=resultlist
1332,Heer Halewijnstraat 13 -II 1055 SR Amsterdam,55.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40914770-heer-halewijnstraat-13-ii/?navigateSource=resultlist
1333,Staverdenplein 1 1107 LE Amsterdam,89.0,250.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40917719-staverdenplein-1/?navigateSource=resultlist
1334,Oudezijds Voorburgwal 250 II 1012 GK Amsterdam,81.0,520.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40904862-oudezijds-voorburgwal-250-ii/?navigateSource=resultlist
1335,Ombilinstraat 4 1094 NV Amsterdam,87.0,425.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40904548-ombilinstraat-4/?navigateSource=resultlist
1336,Jacques Veltmanstraat 52 -2 1065 EL Amsterdam,47.0,225.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40903243-jacques-veltmanstraat-52-2/?navigateSource=resultlist
1337,Oostenburgervoorstraat 51 -C 1018 MN Amsterdam,106.0,725.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40906353-oostenburgervoorstraat-51-c/?navigateSource=resultlist
1338,Cornelis van Vollenhovenstraat 184 1063 KW Amsterdam,83.0,250.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40994831-cornelis-van-vollenhovenstraat-184/?navigateSource=resultlist
1339,Burgemeester Röellstraat 4 1 1064 BM Amsterdam,70.0,200.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40993162-burgemeester-roellstraat-4-1/?navigateSource=resultlist
1340,Wagenaarstraat 435 1093 CN Amsterdam,52.0,300.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40991148-wagenaarstraat-435/?navigateSource=resultlist
1341,Lord Kelvinstraat 9 -I 1098 SE Amsterdam,68.0,350.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40991920-lord-kelvinstraat-9-i/?navigateSource=resultlist
1342,Voorsteven 9 1034 SK Amsterdam,62.0,215.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40999188-voorsteven-9/?navigateSource=resultlist
1343,Tweede Atjehstraat 38 III 1094 LH Amsterdam,82.0,465.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40999556-tweede-atjehstraat-38-iii/?navigateSource=resultlist
1344,Camperstraat 20 -S 1091 AG Amsterdam,81.0,475.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40984724-camperstraat-20-s/?navigateSource=resultlist
1345,Funenpark 182 1018 AK Amsterdam,189.0,700.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40982370-funenpark-182/?navigateSource=resultlist
1346,Professor J.H. Gunningstraat 111 1068 MS Amsterdam,69.0,275.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40988213-professor-jh-gunningstraat-111/?navigateSource=resultlist
1347,Ariana Nozemanstraat 13 hs 1065 TP Amsterdam,56.0,245.013,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40987222-ariana-nozemanstraat-13-hs/?navigateSource=resultlist
1348,Postjeskade 193 hs 1058 DT Amsterdam,84.0,550.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40986903-postjeskade-193-hs/?navigateSource=resultlist
1349,Langswater 270 1069 EC Amsterdam,61.0,199.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40985888-langswater-270/?navigateSource=resultlist
1350,Max Planckstraat 27 I 1098 TT Amsterdam,74.0,349.027,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40849243-max-planckstraat-27-i/?navigateSource=resultlist
1351,Kromme Distelstraat 9 1031 XK Amsterdam,47.0,250.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40836822-kromme-distelstraat-9/?navigateSource=resultlist
1352,Geuzenkade 62 -I 1056 KN Amsterdam,50.0,325.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40827851-geuzenkade-62-i/?navigateSource=resultlist
1353,Johan Hofmanstraat 207 1069 KD Amsterdam,96.0,325.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40826604-johan-hofmanstraat-207/?navigateSource=resultlist
1354,Postjesweg 501 1062 JW Amsterdam,79.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40817617-postjesweg-501/?navigateSource=resultlist
1355,Langswater 318 1069 EC Amsterdam,61.0,195.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40887554-langswater-318/?navigateSource=resultlist
1356,Overleg 68 1068 RL Amsterdam,58.0,235.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40864233-overleg-68/?navigateSource=resultlist
1357,Staalkade 5 hs 1011 JN Amsterdam,167.0,1625.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-86464679-staalkade-5-hs/?navigateSource=resultlist
1358,Nachtwachtlaan 73 1058 EB Amsterdam,124.0,450.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000938-nachtwachtlaan-73/?navigateSource=resultlist
1359,Olympiaweg 40 3 1076 VZ Amsterdam,41.0,335.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40009305-olympiaweg-40-3/?navigateSource=resultlist
1360,Veemkade 1040 1019 BX Amsterdam,108.0,529.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40009706-veemkade-1040/?navigateSource=resultlist
1361,Vechtstraat 106 I 1079 JN Amsterdam,57.0,349.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008227-vechtstraat-106-i/?navigateSource=resultlist
1362,Smaragdstraat 69 1074 HE Amsterdam,57.0,350.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008132-smaragdstraat-69/?navigateSource=resultlist
1363,Legmeerstraat 40 hs 1058 NE Amsterdam,60.0,449.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008016-legmeerstraat-40-hs/?navigateSource=resultlist
1364,Bijlmerdreef 799 1103 TA Amsterdam,100.0,299.5,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-86461320-bijlmerdreef-799/?navigateSource=resultlist
1365,Adolphine Eduardine Kokplantsoen 30 1063 PV Amsterdam,94.0,295.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40007500-adolphine-eduardine-kokplantsoen-30/?navigateSource=resultlist
1366,Admiralengracht 79 bg 1057 ER Amsterdam,91.0,675.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40007428-admiralengracht-79-bg/?navigateSource=resultlist
1367,Leerdamhof 122 1108 BL Amsterdam,76.0,215.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40005240-leerdamhof-122/?navigateSource=resultlist
1368,Burgemeester Hogguerstraat 867 1064 EC Amsterdam,46.0,230.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86469314-burgemeester-hogguerstraat-867/?navigateSource=resultlist
1369,Laurierstraat 52 BG&Sous 1016 PN Amsterdam,125.0,1000.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40005543-laurierstraat-52-bg-en-sous/?navigateSource=resultlist
1370,Jacob van Lennepkade 209 -I 1054 ZP Amsterdam,46.0,325.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40094254-jacob-van-lennepkade-209-i/?navigateSource=resultlist
1371,Herengracht 569 B 1017 CD Amsterdam,170.0,2100.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-86458085-herengracht-569-b/?navigateSource=resultlist
1372,Pieter Aertszstraat 96 IV 1074 VS Amsterdam,58.0,449.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093341-pieter-aertszstraat-96-iv/?navigateSource=resultlist
1373,Nachtwachtlaan 72 1058 EB Amsterdam,100.0,435.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093264-nachtwachtlaan-72/?navigateSource=resultlist
1374,Wingerdweg 201 1032 AG Amsterdam,61.0,300.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093910-wingerdweg-201/?navigateSource=resultlist
1375,Geldersekade 119 B 1011 EN Amsterdam,68.0,575.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093551-geldersekade-119-b/?navigateSource=resultlist
1376,Bos en Lommerplantsoen 43 F 1055 AA Amsterdam,29.0,190.0,1.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093538-bos-en-lommerplantsoen-43-f/?navigateSource=resultlist
1377,Vossiusstraat 6 B 1071 AB Amsterdam,95.0,899.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86457095-vossiusstraat-6-b/?navigateSource=resultlist
1378,Van Oldenbarneveldtstraat 100 BEL 1052 KJ Amsterdam,48.0,345.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40092391-van-oldenbarneveldtstraat-100-bel/?navigateSource=resultlist
1379,De Boelelaan 323 1082 RE Amsterdam,69.0,250.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40092898-de-boelelaan-323/?navigateSource=resultlist
1380,Eksterstraat 42 1021 EC Amsterdam,111.0,449.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40092417-eksterstraat-42/?navigateSource=resultlist
1381,Zeeburgerdijk 760 1095 LG Amsterdam,92.0,425.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40091218-zeeburgerdijk-760/?navigateSource=resultlist
1382,Van Nijenrodeweg 95 1083 EG Amsterdam,87.0,398.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40090645-van-nijenrodeweg-95/?navigateSource=resultlist
1383,Jozef Israëlskade 37 -D 1072 RX Amsterdam,77.0,519.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099960-jozef-israelskade-37-d/?navigateSource=resultlist
1384,Nachtwachtlaan 488 1058 ES Amsterdam,100.0,435.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099832-nachtwachtlaan-488/?navigateSource=resultlist
1385,Tolstraat 64 -2 1073 SC Amsterdam,64.0,385.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-86452813-tolstraat-64-2/?navigateSource=resultlist
1386,Faas Wilkesstraat 151 B 1095 MD Amsterdam,119.0,630.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40097997-faas-wilkesstraat-151-b/?navigateSource=resultlist
1387,Ruimzicht 206 1068 CV Amsterdam,70.0,259.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40097964-ruimzicht-206/?navigateSource=resultlist
